"order","lemma","total_frequency","total_ipm"
18582,"přimýšlet",1,0.00991684054854884
18583,"rozdranžírovat",1,0.00991684054854884
18584,"vystřebat",1,0.00991684054854884
18585,"odout",1,0.00991684054854884
18586,"vystřebávat",1,0.00991684054854884
18587,"uhlovat",1,0.00991684054854884
18588,"doinvestovat",1,0.00991684054854884
18589,"třasknout",1,0.00991684054854884
18590,"potentovat",1,0.00991684054854884
18591,"primářovat",1,0.00991684054854884
18592,"odškubnout",1,0.00991684054854884
18593,"ucourat",1,0.00991684054854884
18594,"nafakturovat",1,0.00991684054854884
18595,"dopumpovat",1,0.00991684054854884
18596,"ocitávat",1,0.00991684054854884
18597,"dovláčet",1,0.00991684054854884
18598,"zabstraktnit",1,0.00991684054854884
18599,"zeschematizovat",1,0.00991684054854884
18600,"nastrkávat",1,0.00991684054854884
18601,"pohltat",1,0.00991684054854884
18602,"zkanalizovat",1,0.00991684054854884
18603,"přihoblovat",1,0.00991684054854884
18604,"odpilovat",1,0.00991684054854884
18605,"proklovnout",1,0.00991684054854884
18606,"mřížovat",1,0.00991684054854884
18607,"vyjekávat",1,0.00991684054854884
18608,"ucviknout",1,0.00991684054854884
18609,"odmasturbovat",1,0.00991684054854884
18610,"sřezávat",1,0.00991684054854884
18611,"dosouložit",1,0.00991684054854884
18612,"četovat",1,0.00991684054854884
18613,"vymlčet",1,0.00991684054854884
18614,"počišťovat",1,0.00991684054854884
18615,"vybryndávat",1,0.00991684054854884
18616,"vkouknout",1,0.00991684054854884
18617,"desexualizovat",1,0.00991684054854884
18618,"doobsadit",1,0.00991684054854884
18619,"vyšokovat",1,0.00991684054854884
18620,"rozpižlat",1,0.00991684054854884
18621,"odservírovat",1,0.00991684054854884
18622,"vyzápasit",1,0.00991684054854884
18623,"zpřevrátit",1,0.00991684054854884
18624,"domazat",1,0.00991684054854884
18625,"zcukernatět",1,0.00991684054854884
18626,"supat",1,0.00991684054854884
18627,"zulámat",1,0.00991684054854884
18628,"loučívat",1,0.00991684054854884
18629,"zarouhat",1,0.00991684054854884
18630,"došlechtit",1,0.00991684054854884
18631,"detabuizovat",1,0.00991684054854884
18632,"zhejčkat",1,0.00991684054854884
18633,"zašmudlat",1,0.00991684054854884
18634,"dočepovávat",1,0.00991684054854884
18635,"halívat",1,0.00991684054854884
18636,"porozházet",1,0.00991684054854884
18637,"rozkoktat",1,0.00991684054854884
18638,"rozrachotit",1,0.00991684054854884
18639,"dobrázdit",1,0.00991684054854884
18640,"dokoučovat",1,0.00991684054854884
18641,"navzpomínat",1,0.00991684054854884
18642,"štěrchat",1,0.00991684054854884
18643,"šplhávat",1,0.00991684054854884
18644,"zadrat",1,0.00991684054854884
18645,"rozdusat",1,0.00991684054854884
18646,"uhybovat",1,0.00991684054854884
18647,"zarábět",1,0.00991684054854884
18648,"rušívat",1,0.00991684054854884
18649,"vykulminovat",1,0.00991684054854884
18650,"poprskávat",1,0.00991684054854884
18651,"procpávat",1,0.00991684054854884
18652,"vyvrčet",1,0.00991684054854884
18653,"uplacírovat",1,0.00991684054854884
18654,"napohlavkovat",1,0.00991684054854884
18655,"nakašlat",1,0.00991684054854884
18656,"vykombinovat",1,0.00991684054854884
18657,"přeportovat",1,0.00991684054854884
18658,"umačkávat",1,0.00991684054854884
18659,"odfunět",1,0.00991684054854884
18660,"okloboukovat",1,0.00991684054854884
18661,"vmítat",1,0.00991684054854884
18662,"zatarasovat",1,0.00991684054854884
18663,"přifunět",1,0.00991684054854884
18664,"vodkroutit",1,0.00991684054854884
18665,"rozpamatovat",1,0.00991684054854884
18666,"pyšnívat",1,0.00991684054854884
18667,"rozšrotovat",1,0.00991684054854884
18668,"vkulhat",1,0.00991684054854884
18669,"zkřivovat",1,0.00991684054854884
18670,"ukolíbávat",1,0.00991684054854884
18671,"voslovovat",1,0.00991684054854884
18672,"pospravovat",1,0.00991684054854884
18673,"vobkličovat",1,0.00991684054854884
18674,"vomejvat",1,0.00991684054854884
18675,"zlenošit",1,0.00991684054854884
18676,"prodychtit",1,0.00991684054854884
18677,"dožlutit",1,0.00991684054854884
18678,"debetovat",1,0.00991684054854884
18679,"zpasivnět",1,0.00991684054854884
18680,"rozhovořovat",1,0.00991684054854884
18681,"přehrčet",1,0.00991684054854884
18682,"žirovat",1,0.00991684054854884
18683,"prohlédávat",1,0.00991684054854884
18684,"pomžikávat",1,0.00991684054854884
18685,"sebelitovat",1,0.00991684054854884
18686,"předvychovávat",1,0.00991684054854884
18687,"vmetávat",1,0.00991684054854884
18688,"převrhovat",1,0.00991684054854884
18689,"zmodernět",1,0.00991684054854884
18690,"udrogovat",1,0.00991684054854884
18691,"remilitarizovat",1,0.00991684054854884
18692,"rozkrejvat",1,0.00991684054854884
18693,"obědvávat",1,0.00991684054854884
18694,"rochňat",1,0.00991684054854884
18695,"vychlastávat",1,0.00991684054854884
18696,"rozškrabat",1,0.00991684054854884
18697,"vesnít",1,0.00991684054854884
18698,"zamísit",1,0.00991684054854884
18699,"našroubovávat",1,0.00991684054854884
18700,"zatrucovat",1,0.00991684054854884
18701,"rohovět",1,0.00991684054854884
18702,"zprůzračnit",1,0.00991684054854884
18703,"učarovávat",1,0.00991684054854884
18704,"potrefovat",1,0.00991684054854884
18705,"nadílet",1,0.00991684054854884
18706,"podpínat",1,0.00991684054854884
18707,"zotevírat",1,0.00991684054854884
18708,"obmykat",1,0.00991684054854884
18709,"vyčasovat",1,0.00991684054854884
18710,"forsírovat",1,0.00991684054854884
18711,"dodupat",1,0.00991684054854884
18712,"učekat",1,0.00991684054854884
18713,"odstopkovávat",1,0.00991684054854884
18714,"zakolíkovat",1,0.00991684054854884
18715,"ztonout",1,0.00991684054854884
18716,"poplacávat",1,0.00991684054854884
18717,"nasekávat",1,0.00991684054854884
18718,"znepatrnět",1,0.00991684054854884
18719,"ztitěrnět",1,0.00991684054854884
18720,"dovonět",1,0.00991684054854884
18721,"rozšvihat",1,0.00991684054854884
18722,"zaskomírat",1,0.00991684054854884
18723,"zakublat",1,0.00991684054854884
18724,"zakoledovat",1,0.00991684054854884
18725,"odšmajdat",1,0.00991684054854884
18726,"ohledět",1,0.00991684054854884
18727,"poslovenšťovat",1,0.00991684054854884
18728,"cestovávat",1,0.00991684054854884
18729,"povzdychovat",1,0.00991684054854884
18730,"osnímkovat",1,0.00991684054854884
18731,"dojásat",1,0.00991684054854884
18732,"odčekat",1,0.00991684054854884
18733,"urůst",1,0.00991684054854884
18734,"zterorizovat",1,0.00991684054854884
18735,"vypučovat",1,0.00991684054854884
18736,"světlet",1,0.00991684054854884
18737,"randívat",1,0.00991684054854884
18738,"uvtípnout",1,0.00991684054854884
18739,"prokarbanit",1,0.00991684054854884
18740,"zbíhat",1,0.00991684054854884
18741,"příslušívat",1,0.00991684054854884
18742,"vymustrovat",1,0.00991684054854884
18743,"skřečet",1,0.00991684054854884
18744,"nastrojovat",1,0.00991684054854884
18745,"tlápnout",1,0.00991684054854884
18746,"nashromažďovat",1,0.00991684054854884
18747,"loudívat",1,0.00991684054854884
18748,"zabodat",1,0.00991684054854884
18749,"uječet",1,0.00991684054854884
18750,"zženštět",1,0.00991684054854884
18751,"opepřovat",1,0.00991684054854884
18752,"zatíkat",1,0.00991684054854884
18753,"noclehovat",1,0.00991684054854884
18754,"promeškávat",1,0.00991684054854884
18755,"pošvýcarštit",1,0.00991684054854884
18756,"svatouškovat",1,0.00991684054854884
18757,"zkolaborovat",1,0.00991684054854884
18758,"niklovat",1,0.00991684054854884
18759,"zvekslovat",1,0.00991684054854884
18760,"ztemnit",1,0.00991684054854884
18761,"všednět",1,0.00991684054854884
18762,"polejt",1,0.00991684054854884
18763,"zpravidelnět",1,0.00991684054854884
18764,"ťápnout",1,0.00991684054854884
18765,"povyskakovat",1,0.00991684054854884
18766,"zbojničit",1,0.00991684054854884
18767,"zasmraďovat",1,0.00991684054854884
18768,"znevolňovat",1,0.00991684054854884
18769,"rozpižlávat",1,0.00991684054854884
18770,"zfanfrnět",1,0.00991684054854884
18771,"šábovat",1,0.00991684054854884
18772,"přikšírovat",1,0.00991684054854884
18773,"herdovat",1,0.00991684054854884
18774,"přihákovat",1,0.00991684054854884
18775,"nařvat",1,0.00991684054854884
18776,"fixírovat",1,0.00991684054854884
18777,"zabřinkat",1,0.00991684054854884
18778,"drapnót",1,0.00991684054854884
18779,"koprnět",1,0.00991684054854884
18780,"ošlehávat",1,0.00991684054854884
18781,"rozvlákňovat",1,0.00991684054854884
18782,"vyžbleptávat",1,0.00991684054854884
18783,"nažvástat",1,0.00991684054854884
18784,"šmelcovat",1,0.00991684054854884
18785,"seštosovat",1,0.00991684054854884
18786,"scupovat",1,0.00991684054854884
18787,"zeslovanštit",1,0.00991684054854884
18788,"klempírovat",1,0.00991684054854884
18789,"vyštengrovat",1,0.00991684054854884
18790,"zavlíknout",1,0.00991684054854884
18791,"vyzdravět",1,0.00991684054854884
18792,"vymetávat",1,0.00991684054854884
18793,"vypolohovat",1,0.00991684054854884
18794,"ochlastat",1,0.00991684054854884
18795,"dopřesňovat",1,0.00991684054854884
18796,"zašvihat",1,0.00991684054854884
18797,"vplavit",1,0.00991684054854884
18798,"nasmradit",1,0.00991684054854884
18799,"převekslovat",1,0.00991684054854884
18800,"vyhnojovat",1,0.00991684054854884
18801,"zablahořečit",1,0.00991684054854884
18802,"bodyčekovat",1,0.00991684054854884
18803,"přitírat",1,0.00991684054854884
18804,"řinknout",1,0.00991684054854884
18805,"přenocovávat",1,0.00991684054854884
18806,"vošklíbat",1,0.00991684054854884
18807,"vyhýčkat",1,0.00991684054854884
18808,"obejvat",1,0.00991684054854884
18809,"oběžovat",1,0.00991684054854884
18810,"vyhákovat",1,0.00991684054854884
18811,"sebezraňovat",1,0.00991684054854884
18812,"odýchat",1,0.00991684054854884
18813,"zarozumovat",1,0.00991684054854884
18814,"přeškubnout",1,0.00991684054854884
18815,"runcat",1,0.00991684054854884
18816,"vydoutnat",1,0.00991684054854884
18817,"přihrabat",1,0.00991684054854884
18818,"zavlhčovat",1,0.00991684054854884
18819,"zlegitimizovat",1,0.00991684054854884
18820,"zacenit",1,0.00991684054854884
18821,"působívat",1,0.00991684054854884
18822,"ošmirglovat",1,0.00991684054854884
18823,"zaflikovat",1,0.00991684054854884
18824,"tancovávat",1,0.00991684054854884
18825,"slámovat",1,0.00991684054854884
18826,"přiléhávat",1,0.00991684054854884
18827,"propleskat",1,0.00991684054854884
18828,"vzduchovat",1,0.00991684054854884
18829,"ubryndávat",1,0.00991684054854884
18830,"vytrasovat",1,0.00991684054854884
18831,"rozletovávat",1,0.00991684054854884
18832,"osýchat",1,0.00991684054854884
18833,"zauhlovat",1,0.00991684054854884
18834,"přepodstatnit",1,0.00991684054854884
18835,"vyprovázívat",1,0.00991684054854884
18836,"oddeklamovat",1,0.00991684054854884
18837,"zchromět",1,0.00991684054854884
18838,"odštípat",1,0.00991684054854884
18839,"poitalštit",1,0.00991684054854884
18840,"vyťuknout",1,0.00991684054854884
18841,"komentovávat",1,0.00991684054854884
18842,"doprivatizovávat",1,0.00991684054854884
18843,"zakufrovat",1,0.00991684054854884
18844,"skákávat",1,0.00991684054854884
18845,"krmívat",1,0.00991684054854884
18846,"odeprat",1,0.00991684054854884
18847,"prorýhovávat",1,0.00991684054854884
18848,"oblýskat",1,0.00991684054854884
18849,"zapucovat",1,0.00991684054854884
18850,"hřebit",1,0.00991684054854884
18851,"kárávat",1,0.00991684054854884
18852,"zkřivnout",1,0.00991684054854884
18853,"vkodrcat",1,0.00991684054854884
18854,"vyšmátrat",1,0.00991684054854884
18855,"nakontraktovat",1,0.00991684054854884
18856,"připíchávat",1,0.00991684054854884
18857,"orosovat",1,0.00991684054854884
18858,"chromnout",1,0.00991684054854884
18859,"uhnizďovat",1,0.00991684054854884
18860,"rozbryndat",1,0.00991684054854884
18861,"slítávat",1,0.00991684054854884
18862,"upádlovat",1,0.00991684054854884
18863,"obejet",1,0.00991684054854884
18864,"prokrmit",1,0.00991684054854884
18865,"naobdivovat",1,0.00991684054854884
18866,"zastehovat",1,0.00991684054854884
18867,"rozklápět",1,0.00991684054854884
18868,"napřahat",1,0.00991684054854884
18869,"spoluužívat",1,0.00991684054854884
18870,"nafutrovat",1,0.00991684054854884
18871,"ztuchnout",1,0.00991684054854884
18872,"hopkovat",1,0.00991684054854884
18873,"plavívat",1,0.00991684054854884
18874,"zkolonizovat",1,0.00991684054854884
18875,"naoktrojovat",1,0.00991684054854884
18876,"přeslabikovávat",1,0.00991684054854884
18877,"zabrnknout",1,0.00991684054854884
18878,"vdychovat",1,0.00991684054854884
18879,"pojímávat",1,0.00991684054854884
18880,"dozobat",1,0.00991684054854884
18881,"vytát",1,0.00991684054854884
18882,"hnízdívat",1,0.00991684054854884
18883,"ošátkovat",1,0.00991684054854884
18884,"napumpovávat",1,0.00991684054854884
18885,"pěstovávat",1,0.00991684054854884
18886,"omačkávat",1,0.00991684054854884
18887,"odsprintovat",1,0.00991684054854884
18888,"zorbovat",1,0.00991684054854884
18889,"dohlučet",1,0.00991684054854884
18890,"gondat",1,0.00991684054854884
18891,"samospouštět",1,0.00991684054854884
18892,"znovustvořit",1,0.00991684054854884
18893,"znovuzahájit",1,0.00991684054854884
18894,"pošpitat",1,0.00991684054854884
18895,"třpytívat",1,0.00991684054854884
18896,"zacvrkat",1,0.00991684054854884
18897,"dokousávat",1,0.00991684054854884
18898,"zinventarizovat",1,0.00991684054854884
18899,"břichatět",1,0.00991684054854884
18900,"pohmatat",1,0.00991684054854884
18901,"zašmajchlovat",1,0.00991684054854884
18902,"píjávat",1,0.00991684054854884
18903,"mozolit",1,0.00991684054854884
18904,"rozdrátovat",1,0.00991684054854884
18905,"pročeřit",1,0.00991684054854884
18906,"vyšábrovat",1,0.00991684054854884
18907,"rozvadit",1,0.00991684054854884
18908,"zavládat",1,0.00991684054854884
18909,"zakrvit",1,0.00991684054854884
18910,"sakovat",1,0.00991684054854884
18911,"zbambulovatět",1,0.00991684054854884
18912,"vodejet",1,0.00991684054854884
18913,"přišpičatit",1,0.00991684054854884
18914,"olítat",1,0.00991684054854884
18915,"vsout",1,0.00991684054854884
18916,"prodebatovávat",1,0.00991684054854884
18917,"připilovávat",1,0.00991684054854884
18918,"metávat",1,0.00991684054854884
18919,"slovovat",1,0.00991684054854884
18920,"zabádat",1,0.00991684054854884
18921,"přebodovávat",1,0.00991684054854884
18922,"capávat",1,0.00991684054854884
18923,"uchvátat",1,0.00991684054854884
18924,"zbouchávat",1,0.00991684054854884
18925,"okolorovat",1,0.00991684054854884
18926,"renegociovat",1,0.00991684054854884
18927,"pomaďarštit",1,0.00991684054854884
18928,"rozvrkočit",1,0.00991684054854884
18929,"zmozolnatět",1,0.00991684054854884
18930,"proklímat",1,0.00991684054854884
18931,"vynasmát",1,0.00991684054854884
18932,"přiklapnout",1,0.00991684054854884
18933,"oklesťovat",1,0.00991684054854884
18934,"zlokalizovat",1,0.00991684054854884
18935,"odemlít",1,0.00991684054854884
18936,"zvadat",1,0.00991684054854884
18937,"přivalovat",1,0.00991684054854884
18938,"zaurgovat",1,0.00991684054854884
18939,"našminkovat",1,0.00991684054854884
18940,"ututlávat",1,0.00991684054854884
18941,"vynaříkat",1,0.00991684054854884
18942,"odrýpávat",1,0.00991684054854884
18943,"vytušovat",1,0.00991684054854884
18944,"dotikávat",1,0.00991684054854884
18945,"zapolétat",1,0.00991684054854884
18946,"dohotovovat",1,0.00991684054854884
18947,"sháňat",1,0.00991684054854884
18948,"nakýblovat",1,0.00991684054854884
18949,"sťuknout",1,0.00991684054854884
18950,"diseminovat",1,0.00991684054854884
18951,"splavňovat",1,0.00991684054854884
18952,"zamoralizovat",1,0.00991684054854884
18953,"rozšlehávat",1,0.00991684054854884
18954,"překrejvat",1,0.00991684054854884
18955,"odmačkat",1,0.00991684054854884
18956,"předimenzovávat",1,0.00991684054854884
18957,"prokoktávat",1,0.00991684054854884
18958,"dokapávat",1,0.00991684054854884
18959,"zatípávat",1,0.00991684054854884
18960,"zafouknout",1,0.00991684054854884
18961,"nahovořit",1,0.00991684054854884
18962,"hypostazovat",1,0.00991684054854884
18963,"řádívat",1,0.00991684054854884
18964,"zarýpat",1,0.00991684054854884
18965,"čárnout",1,0.00991684054854884
18966,"odekorovat",1,0.00991684054854884
18967,"přikolíkovat",1,0.00991684054854884
18968,"dostříhnout",1,0.00991684054854884
18969,"uhládnout",1,0.00991684054854884
18970,"žehlívat",1,0.00991684054854884
18971,"plavčit",1,0.00991684054854884
18972,"čmárávat",1,0.00991684054854884
18973,"zpříkřit",1,0.00991684054854884
18974,"vylát",1,0.00991684054854884
18975,"kroutívat",1,0.00991684054854884
18976,"vzmužovat",1,0.00991684054854884
18977,"odlidnit",1,0.00991684054854884
18978,"přepasírovávat",1,0.00991684054854884
18979,"denacionalizovat",1,0.00991684054854884
18980,"prášívat",1,0.00991684054854884
18981,"vypříst",1,0.00991684054854884
18982,"zafrčet",1,0.00991684054854884
18983,"zdrchat",1,0.00991684054854884
18984,"sebeobviňovat",1,0.00991684054854884
18985,"natrefovat",1,0.00991684054854884
18986,"zírávat",1,0.00991684054854884
18987,"přihmouřit",1,0.00991684054854884
18988,"naděrovat",1,0.00991684054854884
18989,"hupkat",1,0.00991684054854884
18990,"zajebat",1,0.00991684054854884
18991,"zdrápat",1,0.00991684054854884
18992,"jankovatět",1,0.00991684054854884
18993,"ponuknout",1,0.00991684054854884
18994,"posívat",1,0.00991684054854884
18995,"dostoupnout",1,0.00991684054854884
18996,"pošplouchat",1,0.00991684054854884
18997,"předobrazovat",1,0.00991684054854884
18998,"připachtovat",1,0.00991684054854884
18999,"zbacat",1,0.00991684054854884
19000,"vbruslit",1,0.00991684054854884
19001,"rozkrmit",1,0.00991684054854884
19002,"svanout",1,0.00991684054854884
19003,"reimportovat",1,0.00991684054854884
19004,"opelichat",1,0.00991684054854884
19005,"zprůměrňovat",1,0.00991684054854884
19006,"oddekovat",1,0.00991684054854884
19007,"pošahat",1,0.00991684054854884
19008,"poodvalit",1,0.00991684054854884
19009,"přesynchronizovat",1,0.00991684054854884
19010,"zasichrovat",1,0.00991684054854884
19011,"rozžívat",1,0.00991684054854884
19012,"bioakumulovat",1,0.00991684054854884
19013,"obživit",1,0.00991684054854884
