"order","lemma","reflexive_frequency","reflexive_ipm"
754,"stáčet",394,3.90723517612824
755,"ohánět",393,3.8973183355797
756,"zaobírat",392,3.88740149503115
757,"zjevovat",391,3.8774846544826
758,"pomodlit",389,3.8576509733855
759,"poddat",388,3.84773413283695
760,"vyplnit",388,3.84773413283695
761,"vztekat",387,3.8378172922884
762,"plavit",387,3.8378172922884
763,"řinout",387,3.8378172922884
764,"seběhnout",386,3.82790045173985
765,"jíst",386,3.82790045173985
766,"vystavovat",385,3.81798361119131
767,"tísnit",385,3.81798361119131
768,"objímat",385,3.81798361119131
769,"přikrčit",383,3.79814993009421
770,"vypracovat",382,3.78823308954566
771,"přezdívat",382,3.78823308954566
772,"zastavět",381,3.77831624899711
773,"shromažďovat",379,3.75848256790001
774,"sypat",378,3.74856572735146
775,"vzchopit",378,3.74856572735146
776,"provinit",378,3.74856572735146
777,"zalesknout",378,3.74856572735146
778,"podivovat",378,3.74856572735146
779,"přehnat",377,3.73864888680291
780,"přeměnit",377,3.73864888680291
781,"uchechtnout",376,3.72873204625437
782,"potápět",376,3.72873204625437
783,"obořit",376,3.72873204625437
784,"dovídat",376,3.72873204625437
785,"projet",376,3.72873204625437
786,"urazit",374,3.70889836515727
787,"domlouvat",372,3.68906468406017
788,"volit",372,3.68906468406017
789,"prodloužit",371,3.67914784351162
790,"distancovat",371,3.67914784351162
791,"míchat",368,3.64939732186597
792,"sesypat",368,3.64939732186597
793,"uživit",368,3.64939732186597
794,"chýlit",367,3.63948048131743
795,"hodlat",367,3.63948048131743
796,"činit",367,3.63948048131743
797,"blýsknout",366,3.62956364076888
798,"krýt",365,3.61964680022033
799,"budovat",365,3.61964680022033
800,"zdvojnásobit",365,3.61964680022033
801,"rozbíhat",364,3.60972995967178
802,"jmout",364,3.60972995967178
803,"osvobodit",364,3.60972995967178
804,"složit",364,3.60972995967178
805,"rozeběhnout",363,3.59981311912323
806,"vztyčit",363,3.59981311912323
807,"koncentrovat",363,3.59981311912323
808,"zamotat",363,3.59981311912323
809,"vylučovat",362,3.58989627857468
810,"kouřit",362,3.58989627857468
811,"sbíhat",362,3.58989627857468
812,"dovolat",360,3.57006259747758
813,"získávat",360,3.57006259747758
814,"dopracovat",360,3.57006259747758
815,"rozpovídat",359,3.56014575692904
816,"upínat",359,3.56014575692904
817,"spát",357,3.54031207583194
818,"zlíbit",356,3.53039523528339
819,"protahovat",356,3.53039523528339
820,"aplikovat",355,3.52047839473484
821,"blýskat",355,3.52047839473484
822,"zacházet",355,3.52047839473484
823,"mazlit",354,3.51056155418629
824,"chápat",353,3.50064471363774
825,"stupňovat",352,3.49072787308919
826,"vyřítit",351,3.48081103254064
827,"vytrhnout",350,3.4708941919921
828,"polekat",350,3.4708941919921
829,"usídlit",350,3.4708941919921
830,"vmísit",350,3.4708941919921
831,"svítit",349,3.46097735144355
832,"datovat",348,3.451060510895
833,"rozvádět",347,3.44114367034645
834,"dobrat",346,3.4312268297979
835,"zhoupnout",345,3.42130998924935
836,"kutálet",345,3.42130998924935
837,"budit",345,3.42130998924935
838,"zaposlouchat",344,3.4113931487008
839,"převalovat",343,3.40147630815225
840,"dosáhnout",343,3.40147630815225
841,"potloukat",343,3.40147630815225
842,"shánět",343,3.40147630815225
843,"krást",342,3.39155946760371
844,"informovat",342,3.39155946760371
845,"odstranit",341,3.38164262705516
846,"rušit",341,3.38164262705516
847,"sbírat",340,3.37172578650661
848,"rozptýlit",340,3.37172578650661
849,"zúčastňovat",340,3.37172578650661
850,"přihnat",340,3.37172578650661
851,"předhánět",339,3.36180894595806
852,"vytáhnout",339,3.36180894595806
853,"přemístit",339,3.36180894595806
854,"obětovat",338,3.35189210540951
855,"rozdělovat",337,3.34197526486096
856,"vézt",337,3.34197526486096
857,"rozlétnout",336,3.33205842431241
858,"zvrtnout",336,3.33205842431241
859,"zotavit",335,3.32214158376386
860,"obléci",334,3.31222474321531
861,"rozpínat",334,3.31222474321531
862,"vytahovat",334,3.31222474321531
863,"poohlédnout",333,3.30230790266677
864,"rozmnožovat",333,3.30230790266677
865,"rozpomenout",332,3.29239106211822
866,"opravit",332,3.29239106211822
867,"uvést",332,3.29239106211822
868,"ztotožňovat",331,3.28247422156967
869,"vyučit",329,3.26264054047257
870,"pozdravit",329,3.26264054047257
871,"začervenat",329,3.26264054047257
872,"oběsit",328,3.25272369992402
873,"skrýt",328,3.25272369992402
874,"vyvalit",327,3.24280685937547
875,"ujišťovat",325,3.22297317827837
876,"dostavovat",325,3.22297317827837
877,"dýchat",324,3.21305633772983
878,"svlékat",324,3.21305633772983
879,"běžet",322,3.19322265663273
880,"nadát",321,3.18330581608418
881,"zaradovat",321,3.18330581608418
882,"zabořit",320,3.17338897553563
883,"zrychlit",320,3.17338897553563
884,"převalit",319,3.16347213498708
885,"pokazit",318,3.15355529443853
886,"kymácet",317,3.14363845388998
887,"vyhrabat",317,3.14363845388998
888,"zpomalit",317,3.14363845388998
889,"ohřát",316,3.13372161334143
890,"optat",316,3.13372161334143
891,"příčit",314,3.11388793224434
892,"zkoušet",314,3.11388793224434
893,"opravovat",313,3.10397109169579
894,"vyklonit",313,3.10397109169579
895,"otřít",313,3.10397109169579
896,"prohlubovat",312,3.09405425114724
897,"skvět",312,3.09405425114724
898,"přiznávat",312,3.09405425114724
899,"rozevřít",312,3.09405425114724
900,"zavrtět",311,3.08413741059869
901,"červenat",311,3.08413741059869
902,"utvářet",310,3.07422057005014
903,"připomínat",309,3.06430372950159
904,"přehoupnout",309,3.06430372950159
905,"nutit",308,3.05438688895304
906,"kamarádit",307,3.0444700484045
907,"vybírat",307,3.0444700484045
908,"zastydět",307,3.0444700484045
909,"mstít",306,3.03455320785595
910,"rozpoutat",306,3.03455320785595
911,"aktivovat",306,3.03455320785595
912,"zabránit",305,3.0246363673074
913,"nedostávat",305,3.0246363673074
914,"srážet",305,3.0246363673074
915,"spálit",305,3.0246363673074
916,"udávat",305,3.0246363673074
917,"zhostit",304,3.01471952675885
918,"zmýlit",304,3.01471952675885
919,"zkusit",303,3.0048026862103
920,"vyžadovat",303,3.0048026862103
921,"zpracovávat",303,3.0048026862103
922,"obnovit",302,2.99488584566175
923,"přilepit",302,2.99488584566175
924,"vysílat",301,2.9849690051132
925,"prohýbat",301,2.9849690051132
926,"dožívat",301,2.9849690051132
927,"klanět",300,2.97505216456465
928,"rozlišovat",300,2.97505216456465
929,"podvolit",299,2.9651353240161
930,"rozkřiknout",299,2.9651353240161
931,"vyčerpat",298,2.95521848346756
932,"srovnávat",298,2.95521848346756
933,"svírat",298,2.95521848346756
934,"střílet",297,2.94530164291901
935,"zúžit",296,2.93538480237046
936,"přehrabovat",295,2.92546796182191
937,"vyškrábat",295,2.92546796182191
938,"oddat",294,2.91555112127336
939,"opozdit",293,2.90563428072481
940,"porozhlédnout",293,2.90563428072481
941,"přetrhnout",292,2.89571744017626
942,"stanovit",292,2.89571744017626
943,"střetávat",291,2.88580059962771
944,"vycházet",291,2.88580059962771
945,"roztříštit",291,2.88580059962771
946,"podepisovat",291,2.88580059962771
947,"propojit",290,2.87588375907916
948,"zaplnit",290,2.87588375907916
949,"udusit",289,2.86596691853062
950,"zavazovat",289,2.86596691853062
951,"vymezovat",288,2.85605007798207
952,"zkrátit",288,2.85605007798207
953,"vozit",287,2.84613323743352
954,"zaleknout",287,2.84613323743352
955,"napnout",287,2.84613323743352
956,"péci",286,2.83621639688497
957,"vysvětlit",285,2.82629955633642
958,"vypínat",285,2.82629955633642
959,"míjet",284,2.81638271578787
960,"nahrnout",284,2.81638271578787
961,"sledovat",284,2.81638271578787
962,"předávat",284,2.81638271578787
963,"minout",284,2.81638271578787
964,"kombinovat",284,2.81638271578787
965,"patřit",283,2.80646587523932
966,"sjíždět",282,2.79654903469077
967,"navrátit",281,2.78663219414223
968,"zadrhnout",280,2.77671535359368
969,"přidržovat",280,2.77671535359368
970,"vkládat",279,2.76679851304513
971,"zotavovat",279,2.76679851304513
972,"vypnout",279,2.76679851304513
973,"roztrhnout",279,2.76679851304513
974,"odlepit",277,2.74696483194803
975,"zrcadlit",276,2.73704799139948
976,"posunovat",276,2.73704799139948
977,"prohloubit",276,2.73704799139948
978,"upravovat",276,2.73704799139948
979,"křížit",274,2.71721431030238
980,"šourat",274,2.71721431030238
981,"zřeknout",273,2.70729746975383
982,"rozložit",273,2.70729746975383
983,"poškrábat",272,2.69738062920529
984,"upravit",271,2.68746378865674
985,"utápět",271,2.68746378865674
986,"vyjasnit",271,2.68746378865674
987,"postupovat",270,2.67754694810819
988,"přetahovat",270,2.67754694810819
989,"zatáhnout",269,2.66763010755964
990,"mýt",269,2.66763010755964
991,"mrknout",269,2.66763010755964
992,"rozzlobit",269,2.66763010755964
993,"spouštět",268,2.65771326701109
994,"zasadit",268,2.65771326701109
995,"podřizovat",267,2.64779642646254
996,"připlést",266,2.63787958591399
997,"kolébat",265,2.62796274536544
998,"hnusit",265,2.62796274536544
999,"škrábat",264,2.6180459048169
1000,"zříci",264,2.6180459048169
1001,"stanout",264,2.6180459048169
1002,"zahřívat",264,2.6180459048169
1003,"zužovat",264,2.6180459048169
1004,"vkrádat",264,2.6180459048169
1005,"propracovat",263,2.60812906426835
1006,"přelévat",263,2.60812906426835
1007,"tahat",262,2.5982122237198
1008,"vystěhovat",262,2.5982122237198
1009,"dovolávat",261,2.58829538317125
1010,"využít",261,2.58829538317125
1011,"skácet",261,2.58829538317125
1012,"fotit",260,2.5783785426227
1013,"zdokonalovat",259,2.56846170207415
1014,"provalit",259,2.56846170207415
1015,"cvičit",259,2.56846170207415
1016,"porvat",259,2.56846170207415
1017,"vzbouřit",259,2.56846170207415
1018,"smiřovat",258,2.5585448615256
1019,"ušetřit",258,2.5585448615256
1020,"zapisovat",258,2.5585448615256
1021,"prohnat",258,2.5585448615256
1022,"zařídit",258,2.5585448615256
1023,"rozlehnout",258,2.5585448615256
1024,"unavit",257,2.54862802097705
1025,"líhnout",257,2.54862802097705
1026,"zkracovat",256,2.5387111804285
1027,"zapřít",256,2.5387111804285
1028,"identifikovat",256,2.5387111804285
1029,"natočit",255,2.52879433987996
1030,"odmítat",255,2.52879433987996
1031,"rozkašlat",254,2.51887749933141
1032,"loudat",254,2.51887749933141
1033,"pokračovat",253,2.50896065878286
1034,"ohýbat",253,2.50896065878286
1035,"zapotácet",253,2.50896065878286
1036,"upnout",252,2.49904381823431
1037,"roztáhnout",252,2.49904381823431
1038,"vybrat",252,2.49904381823431
1039,"začíst",251,2.48912697768576
1040,"oprostit",251,2.48912697768576
1041,"zastřelit",251,2.48912697768576
1042,"dodržovat",249,2.46929329658866
1043,"políbit",248,2.45937645604011
1044,"odkládat",248,2.45937645604011
1045,"dovážet",247,2.44945961549156
1046,"utěšovat",247,2.44945961549156
1047,"adaptovat",246,2.43954277494302
1048,"hojit",246,2.43954277494302
1049,"zděsit",246,2.43954277494302
1050,"vyšvihnout",245,2.42962593439447
1051,"rozprostřít",245,2.42962593439447
1052,"scvrknout",245,2.42962593439447
1053,"otírat",244,2.41970909384592
1054,"přimět",244,2.41970909384592
1055,"zkroutit",244,2.41970909384592
1056,"určovat",244,2.41970909384592
1057,"potvrzovat",243,2.40979225329737
1058,"vrtět",243,2.40979225329737
1059,"přestávat",243,2.40979225329737
1060,"klenout",242,2.39987541274882
1061,"zavádět",242,2.39987541274882
1062,"posuzovat",241,2.38995857220027
1063,"zahojit",241,2.38995857220027
1064,"sedět",241,2.38995857220027
1065,"vyžívat",241,2.38995857220027
1066,"podlomit",241,2.38995857220027
1067,"nadechovat",241,2.38995857220027
1068,"protlačit",241,2.38995857220027
1069,"snoubit",240,2.38004173165172
1070,"zaregistrovat",240,2.38004173165172
1071,"kontrolovat",239,2.37012489110317
1072,"klonit",239,2.37012489110317
1073,"zkoumat",239,2.37012489110317
1074,"vyřádit",238,2.36020805055463
1075,"hrbit",237,2.35029121000608
1076,"rozchechtat",237,2.35029121000608
1077,"naplňovat",237,2.35029121000608
1078,"zatoulat",237,2.35029121000608
1079,"zpovídat",237,2.35029121000608
1080,"pozastavit",237,2.35029121000608
1081,"vrýt",236,2.34037436945753
1082,"vyměnit",236,2.34037436945753
1083,"vyrojit",236,2.34037436945753
1084,"sesunout",236,2.34037436945753
1085,"zhrozit",235,2.33045752890898
1086,"získat",235,2.33045752890898
1087,"zrušit",233,2.31062384781188
1088,"trhat",233,2.31062384781188
1089,"stravovat",233,2.31062384781188
1090,"poštěstit",232,2.30070700726333
1091,"zavěsit",232,2.30070700726333
1092,"udělovat",231,2.29079016671478
1093,"kývat",231,2.29079016671478
1094,"dosahovat",231,2.29079016671478
1095,"odvracet",231,2.29079016671478
1096,"vetřít",231,2.29079016671478
1097,"vršit",231,2.29079016671478
1098,"přidržet",231,2.29079016671478
1099,"testovat",231,2.29079016671478
1100,"culit",230,2.28087332616623
1101,"zodpovídat",230,2.28087332616623
1102,"rozjasnit",230,2.28087332616623
1103,"stabilizovat",230,2.28087332616623
1104,"zachechtat",229,2.27095648561769
1105,"dědit",229,2.27095648561769
1106,"nahromadit",228,2.26103964506914
1107,"překulit",228,2.26103964506914
1108,"převlékat",227,2.25112280452059
1109,"osamostatnit",226,2.24120596397204
1110,"zarýt",226,2.24120596397204
1111,"mačkat",226,2.24120596397204
1112,"utišit",226,2.24120596397204
1113,"vymluvit",226,2.24120596397204
1114,"oddělovat",225,2.23128912342349
1115,"poslouchat",225,2.23128912342349
1116,"odhalit",225,2.23128912342349
1117,"opovážit",225,2.23128912342349
1118,"čistit",225,2.23128912342349
1119,"zrychlovat",225,2.23128912342349
1120,"štítit",224,2.22137228287494
1121,"plácat",224,2.22137228287494
1122,"napojit",224,2.22137228287494
1123,"sprchovat",223,2.21145544232639
1124,"nadchnout",223,2.21145544232639
1125,"zastávat",223,2.21145544232639
1126,"obnovovat",223,2.21145544232639
1127,"slučovat",223,2.21145544232639
1128,"vylíhnout",222,2.20153860177784
1129,"svažovat",222,2.20153860177784
1130,"poklonit",221,2.19162176122929
1131,"transformovat",221,2.19162176122929
1132,"zjišťovat",220,2.18170492068075
1133,"prohnout",220,2.18170492068075
1134,"vysmrkat",220,2.18170492068075
1135,"pídit",219,2.1717880801322
1136,"krátit",219,2.1717880801322
1137,"lepšit",219,2.1717880801322
1138,"vloudit",219,2.1717880801322
1139,"ploužit",219,2.1717880801322
1140,"pověsit",219,2.1717880801322
1141,"obchodovat",219,2.1717880801322
1142,"vzpamatovávat",218,2.16187123958365
1143,"vnucovat",218,2.16187123958365
1144,"naskýtat",218,2.16187123958365
1145,"zasnít",217,2.1519543990351
1146,"zahihňat",217,2.1519543990351
1147,"rozestoupit",217,2.1519543990351
1148,"upírat",217,2.1519543990351
1149,"mínit",217,2.1519543990351
1150,"pozastavovat",216,2.14203755848655
1151,"zasazovat",216,2.14203755848655
1152,"různit",216,2.14203755848655
1153,"vyslovovat",216,2.14203755848655
1154,"opovažovat",216,2.14203755848655
1155,"vstupovat",216,2.14203755848655
1156,"prosit",215,2.132120717938
1157,"vzdouvat",215,2.132120717938
1158,"dotazovat",215,2.132120717938
1159,"rozmáchnout",215,2.132120717938
1160,"zavést",214,2.12220387738945
1161,"kupit",214,2.12220387738945
1162,"rozmýšlet",214,2.12220387738945
1163,"vyprázdnit",213,2.1122870368409
1164,"započítávat",213,2.1122870368409
1165,"vcítit",213,2.1122870368409
1166,"roztočit",213,2.1122870368409
1167,"prostírat",213,2.1122870368409
1168,"navracet",213,2.1122870368409
1169,"trestat",213,2.1122870368409
1170,"nenávidět",212,2.10237019629236
1171,"pokřižovat",212,2.10237019629236
1172,"zkomplikovat",212,2.10237019629236
1173,"přiřítit",212,2.10237019629236
1174,"vymrštit",211,2.09245335574381
1175,"nahnout",211,2.09245335574381
1176,"vplížit",211,2.09245335574381
1177,"zaklonit",211,2.09245335574381
1178,"kácet",210,2.08253651519526
1179,"bořit",210,2.08253651519526
1180,"montovat",210,2.08253651519526
1181,"utvořit",209,2.07261967464671
1182,"roztahovat",209,2.07261967464671
1183,"odlišit",209,2.07261967464671
1184,"přerušit",207,2.05278599354961
1185,"ostýchat",207,2.05278599354961
1186,"proslýchat",207,2.05278599354961
1187,"shýbnout",207,2.05278599354961
1188,"rozzuřit",207,2.05278599354961
1189,"uklidňovat",206,2.04286915300106
1190,"ujímat",206,2.04286915300106
1191,"chichotat",206,2.04286915300106
1192,"krmit",205,2.03295231245251
1193,"opíjet",205,2.03295231245251
1194,"zamknout",205,2.03295231245251
1195,"skutálet",205,2.03295231245251
1196,"přimlouvat",205,2.03295231245251
1197,"zalít",204,2.02303547190396
1198,"dovést",204,2.02303547190396
1199,"přepnout",204,2.02303547190396
1200,"odvděčit",204,2.02303547190396
1201,"vyléčit",203,2.01311863135542
1202,"podrbat",203,2.01311863135542
1203,"zajíknout",202,2.00320179080687
1204,"poznávat",202,2.00320179080687
1205,"vylít",202,2.00320179080687
1206,"odstraňovat",201,1.99328495025832
1207,"vysrat",201,1.99328495025832
1208,"zříkat",201,1.99328495025832
1209,"rozsypat",201,1.99328495025832
1210,"prozradit",201,1.99328495025832
1211,"pravit",201,1.99328495025832
1212,"vyrobit",201,1.99328495025832
1213,"spotřebovat",201,1.99328495025832
1214,"dušovat",200,1.98336810970977
1215,"zpomalovat",200,1.98336810970977
1216,"usmířit",200,1.98336810970977
1217,"snít",200,1.98336810970977
1218,"vlévat",199,1.97345126916122
1219,"pozvracet",199,1.97345126916122
1220,"kuklit",199,1.97345126916122
1221,"sdružovat",199,1.97345126916122
1222,"vyvést",198,1.96353442861267
1223,"instalovat",198,1.96353442861267
1224,"zablesknout",198,1.96353442861267
1225,"dvořit",197,1.95361758806412
1226,"hněvat",197,1.95361758806412
1227,"zničit",197,1.95361758806412
1228,"tančit",197,1.95361758806412
1229,"slévat",197,1.95361758806412
1230,"přitulit",196,1.94370074751557
1231,"přelít",196,1.94370074751557
1232,"ohřívat",196,1.94370074751557
