"","lemma","transitive_rank","transitive_frequency","transitive_ipm","reflexive_rank","reflexive_frequency","reflexive_ipm","total_rank","total_frequency","total_ipm","refexivity"
"242","číhat",3567,71,0.704095678946968,7286,3,0.0297505216456465,1673,1091,10.8192730384668,0.00274977085242896
"243","čichnout",12617,1,0.00991684054854884,10012,1,0.00991684054854884,7223,62,0.614844114010028,0.0161290322580645
"244","čílit",15434,1,0.00991684054854884,2956,34,0.337172578650661,8507,36,0.357006259747758,0.944444444444444
"245","činit",184,3031,30.0579437026515,796,367,3.63948048131743,256,9613,95.3305881932,0.038177468012067
"246","čipovat",9214,5,0.0495842027427442,7402,3,0.0297505216456465,11841,9,0.0892515649369396,0.333333333333333
"247","číslovat",6954,14,0.138835767679684,4595,11,0.109085246034037,7791,48,0.476008346330345,0.229166666666667
"248","čísnout",11581,2,0.0198336810970977,10211,1,0.00991684054854884,13387,5,0.0495842027427442,0.2
"249","číst",62,7010,69.5170522453274,638,495,4.90883607153168,99,18775,186.188681299005,0.0263648468708389
"250","čistit",615,1015,10.0655931567771,1118,225,2.23128912342349,1156,1834,18.1874855660386,0.1226826608506
"251","čišet",4570,42,0.416507303039051,11200,1,0.00991684054854884,2633,541,5.36501073676493,0.00184842883548983
"252","čít",7079,13,0.128918927131135,6176,4,0.0396673621941954,8192,41,0.406590462490503,0.0975609756097561
"253","čítat",2410,153,1.51727660392797,7222,3,0.0297505216456465,2366,647,6.4161958349111,0.00463678516228748
"254","členit",2638,128,1.26935559021425,1516,136,1.34869031460264,2598,554,5.49392966389606,0.245487364620939
"255","čmárat",4306,48,0.476008346330345,9896,1,0.00991684054854884,4831,175,1.73544709599605,0.00571428571428571
"256","čmuchat",9462,5,0.0495842027427442,8249,2,0.0198336810970977,6333,89,0.882598808820847,0.0224719101123595
"257","čnít",4063,54,0.535509389621638,9238,1,0.00991684054854884,3116,406,4.02623726271083,0.00246305418719212
"258","čoudit",9523,5,0.0495842027427442,7770,2,0.0198336810970977,8830,31,0.307422057005014,0.0645161290322581
"259","črtat",5126,32,0.317338897553563,8434,2,0.0198336810970977,7991,44,0.436340984136149,0.0454545454545455
"260","čtvrtit",8897,6,0.0595010432912931,8231,2,0.0198336810970977,9529,23,0.228087332616623,0.0869565217391304
"261","čučet",9244,5,0.0495842027427442,7301,3,0.0297505216456465,5283,143,1.41810819844248,0.020979020979021
"262","čudit",12314,2,0.0198336810970977,7461,2,0.0198336810970977,13496,5,0.0495842027427442,0.4
"263","čumět",6458,17,0.16858628932533,7909,2,0.0198336810970977,3023,431,4.27415827642455,0.00464037122969838
"264","čurat",9021,6,0.0595010432912931,3106,30,0.297505216456465,4752,181,1.79494813928734,0.165745856353591
"265","čůrat",9083,6,0.0595010432912931,3539,22,0.218170492068075,5070,158,1.56686080667072,0.139240506329114
"266","čutat",10457,3,0.0297505216456465,11224,1,0.00991684054854884,9707,21,0.208253651519526,0.0476190476190476
"267","čvachtat",10075,4,0.0396673621941954,3893,17,0.16858628932533,6831,73,0.723929360044066,0.232876712328767
"268","dabovat",5307,29,0.287588375907917,5333,7,0.0694178838398419,5921,108,1.07101877924328,0.0648148148148148
"269","danit",6155,20,0.198336810970977,3385,24,0.238004173165172,6945,70,0.694178838398419,0.342857142857143
"270","darovat",651,950,9.4209985211214,4013,15,0.148752608228233,1145,1853,18.375905536461,0.00809498111171074
"271","dařit",1811,243,2.40979225329737,43,8874,88.0020430278225,274,9101,90.253165832343,0.975057685968575
"272","dát",2,36582,362.777860947014,3,40766,404.269921802142,10,112636,1116.99325202635,0.361926915018289
"273","datovat",2120,190,1.88419970422428,832,348,3.451060510895,2000,833,8.26072817694119,0.417767106842737
"274","dávat",11,18793,186.367184428878,324,1217,12.0687949475839,54,29075,288.332138949058,0.0418572656921754
"275","dávit",5602,25,0.247921013713721,2183,66,0.654511476204224,4759,180,1.78503129873879,0.366666666666667
"276","dávkovat",3501,73,0.723929360044066,3440,23,0.228087332616623,4958,166,1.64619553105911,0.13855421686747
"277","dbát",3975,56,0.555343070718735,1569,128,1.26935559021425,798,2910,28.8580059962771,0.0439862542955326
"278","deaktivovat",4017,55,0.545426230170186,4413,12,0.119002086582586,5595,125,1.23960506856861,0.096
"279","dealovat",10236,4,0.0396673621941954,7912,2,0.0198336810970977,10334,17,0.16858628932533,0.117647058823529
"280","debatovat",5091,33,0.327255738102112,1561,129,1.2792724307628,2512,587,5.82118540199817,0.219761499148211
"281","decentralizovat",9685,5,0.0495842027427442,6724,3,0.0297505216456465,10728,14,0.138835767679684,0.214285714285714
"282","decimovat",5113,32,0.317338897553563,11522,1,0.00991684054854884,7036,67,0.664428316752773,0.0149253731343284
"283","dedikovat",7651,10,0.0991684054854885,10453,1,0.00991684054854884,9002,29,0.287588375907917,0.0344827586206897
"284","dědit",3023,99,0.981767214306336,1105,229,2.27095648561769,2803,486,4.81958450659474,0.47119341563786
"285","defilovat",6890,14,0.138835767679684,11102,1,0.00991684054854884,5349,139,1.37844083624829,0.00719424460431655
"286","definovat",339,1887,18.7130781151117,1423,153,1.51727660392797,596,4153,41.1846387981234,0.036840837948471
"287","deformovat",2680,124,1.22968822802006,1871,90,0.892515649369396,3387,350,3.4708941919921,0.257142857142857
"288","degenerovat",12518,2,0.0198336810970977,8098,2,0.0198336810970977,7429,57,0.565259911267284,0.0350877192982456
"289","degradovat",3155,91,0.902432489917945,3991,15,0.148752608228233,3593,313,3.10397109169579,0.0479233226837061
"290","degustovat",8410,7,0.0694178838398419,7547,2,0.0198336810970977,9600,22,0.218170492068075,0.0909090909090909
"291","dehonestovat",6697,16,0.158669448776782,8860,1,0.00991684054854884,8958,29,0.287588375907917,0.0344827586206897
"292","dehydratovat",12553,1,0.00991684054854884,6637,3,0.0297505216456465,9936,19,0.188419970422428,0.157894736842105
"293","dehydrovat",14159,1,0.00991684054854884,9787,1,0.00991684054854884,13007,6,0.0595010432912931,0.166666666666667
"294","dechnout",14513,1,0.00991684054854884,5951,5,0.0495842027427442,11159,12,0.119002086582586,0.416666666666667
"295","dejchat",6715,15,0.148752608228233,4550,11,0.109085246034037,4927,168,1.66602921215621,0.0654761904761905
"296","dekantovat",6483,17,0.16858628932533,11157,1,0.00991684054854884,9173,27,0.267754694810819,0.037037037037037
"297","deklamovat",5618,25,0.247921013713721,9638,1,0.00991684054854884,6025,103,1.02143457650053,0.00970873786407767
"298","deklarovat",1664,280,2.77671535359368,3001,32,0.317338897553563,2234,704,6.98145574617839,0.0454545454545455
"299","deklasovat",3148,91,0.902432489917945,9564,1,0.00991684054854884,5441,134,1.32885663350555,0.00746268656716418
"300","dekódovat",4863,37,0.366923100296307,9245,1,0.00991684054854884,6620,79,0.783430403335359,0.0126582278481013
"301","dekolonizovat",13361,1,0.00991684054854884,7917,2,0.0198336810970977,13930,4,0.0396673621941954,0.5
"302","dekompenzovat",13234,1,0.00991684054854884,9018,1,0.00991684054854884,15730,2,0.0198336810970977,0.5
"303","dekomprimovat",14464,1,0.00991684054854884,11551,1,0.00991684054854884,13417,5,0.0495842027427442,0.2
"304","dekonspirovat",10937,3,0.0297505216456465,6841,3,0.0297505216456465,12357,8,0.0793347243883908,0.375
"305","dekonstruovat",9869,4,0.0396673621941954,10662,1,0.00991684054854884,10209,17,0.16858628932533,0.0588235294117647
"306","dekontaminovat",10347,3,0.0297505216456465,9187,1,0.00991684054854884,11525,10,0.0991684054854885,0.1
"307","dekorovat",5083,33,0.327255738102112,7368,3,0.0297505216456465,6527,82,0.813180924981005,0.0365853658536585
"308","děkovat",2782,116,1.15035350363167,3423,24,0.238004173165172,319,7684,76.2010027750493,0.00312337324310255
"309","dělat",8,25477,252.651346655379,122,3298,32.7057401291141,17,75480,748.523124604467,0.0436936936936937
"310","dělávat",3252,86,0.852848287175201,2388,55,0.545426230170186,2327,665,6.59469896478498,0.0827067669172932
"311","delegovat",4409,46,0.456174665233247,5407,6,0.0595010432912931,5222,147,1.45777556063668,0.0408163265306122
"312","dělit",545,1178,11.6820381661905,208,2062,20.4485252111077,564,4357,43.2076742700273,0.473261418407161
"313","demaskovat",4563,42,0.416507303039051,9627,1,0.00991684054854884,7108,65,0.644594635655675,0.0153846153846154
"314","dematerializovat",11409,2,0.0198336810970977,4218,13,0.128918927131135,10210,17,0.16858628932533,0.764705882352941
"315","dementovat",4965,35,0.34708941919921,10400,1,0.00991684054854884,6717,76,0.753679881689712,0.0131578947368421
"316","demobilizovat",8888,6,0.0595010432912931,8298,2,0.0198336810970977,9732,21,0.208253651519526,0.0952380952380952
"317","demokratizovat",7572,11,0.109085246034037,4954,8,0.0793347243883908,9412,24,0.238004173165172,0.333333333333333
"318","demolovat",3820,61,0.60492727346148,4877,9,0.0892515649369396,6390,87,0.862765127723749,0.103448275862069
"319","démonizovat",6215,19,0.188419970422428,4998,8,0.0793347243883908,7209,62,0.614844114010028,0.129032258064516
"320","demonstrovat",1029,539,5.34517705566783,2587,47,0.466091505781796,1597,1161,11.5134518768652,0.0404823428079242
"321","demontovat",3954,57,0.565259911267284,3950,16,0.158669448776782,4903,169,1.67594605270475,0.0946745562130177
"322","demoralizovat",6222,19,0.188419970422428,10787,1,0.00991684054854884,8399,37,0.366923100296307,0.027027027027027
"323","denaturovat",11361,2,0.0198336810970977,5190,7,0.0694178838398419,8726,32,0.317338897553563,0.21875
"324","depilovat",8198,8,0.0793347243883908,8105,2,0.0198336810970977,10120,18,0.178503129873879,0.111111111111111
"325","deponovat",5773,23,0.228087332616623,9232,1,0.00991684054854884,6878,71,0.704095678946968,0.0140845070422535
"326","deportovat",5077,33,0.327255738102112,7501,2,0.0198336810970977,4289,223,2.21145544232639,0.00896860986547085
"327","deprimovat",6108,20,0.198336810970977,10725,1,0.00991684054854884,6073,100,0.991684054854885,0.01
"328","deptat",4249,49,0.485925186878893,7289,3,0.0297505216456465,5541,129,1.2792724307628,0.0232558139534884
"329","derivovat",7636,10,0.0991684054854885,9143,1,0.00991684054854884,8976,29,0.287588375907917,0.0344827586206897
"330","designovat",7590,11,0.109085246034037,9200,1,0.00991684054854884,8725,32,0.317338897553563,0.03125
"331","desinfikovat",9741,4,0.0396673621941954,11461,1,0.00991684054854884,11277,11,0.109085246034037,0.0909090909090909
"332","děsit",1379,365,3.61964680022033,493,725,7.18970939769791,929,2415,23.9491699247455,0.300207039337474
"333","destabilizovat",3743,64,0.634677795107126,6194,4,0.0396673621941954,6256,92,0.912349330466494,0.0434782608695652
"334","destilovat",5510,27,0.267754694810819,3892,17,0.16858628932533,7178,63,0.624760954558577,0.26984126984127
"335","destruovat",5834,23,0.228087332616623,6742,3,0.0297505216456465,7536,54,0.535509389621638,0.0555555555555556
"336","dešifrovat",3437,76,0.753679881689712,6622,4,0.0396673621941954,5137,153,1.51727660392797,0.0261437908496732
"337","detekovat",1843,238,2.36020805055463,3835,17,0.16858628932533,2952,448,4.44274456574988,0.0379464285714286
"338","detoxikovat",6008,21,0.208253651519526,7620,2,0.0198336810970977,7900,46,0.456174665233247,0.0434782608695652
"339","devalvovat",4448,45,0.446257824684698,5484,6,0.0595010432912931,6216,94,0.932183011563591,0.0638297872340425
"340","devastovat",4202,50,0.495842027427442,10638,1,0.00991684054854884,6208,94,0.932183011563591,0.0106382978723404
"341","dezertovat",9386,5,0.0495842027427442,11382,1,0.00991684054854884,5948,107,1.06110193869473,0.00934579439252336
"342","dezinfikovat",3339,81,0.803264084432456,4510,11,0.109085246034037,5041,159,1.57677764721927,0.0691823899371069
"343","dezintegrovat",10620,3,0.0297505216456465,11162,1,0.00991684054854884,12507,7,0.0694178838398419,0.142857142857143
"344","dezorientovat",7749,10,0.0991684054854885,8708,1,0.00991684054854884,8576,35,0.34708941919921,0.0285714285714286
"345","diagnostikovat",1672,277,2.74696483194803,3388,24,0.238004173165172,2479,598,5.93027064803221,0.040133779264214
"346","dialogizovat",15522,1,0.00991684054854884,9395,1,0.00991684054854884,18001,1,0.00991684054854884,1
"347","diferencovat",4223,50,0.495842027427442,1982,79,0.783430403335359,4521,199,1.97345126916122,0.396984924623116
"348","digitalizovat",5110,32,0.317338897553563,4092,14,0.138835767679684,5878,110,1.09085246034037,0.127272727272727
"349","diktovat",1573,304,3.01471952675885,9373,1,0.00991684054854884,2383,639,6.33686111052271,0.00156494522691706
"350","dilatovat",7797,10,0.0991684054854885,10953,1,0.00991684054854884,9915,20,0.198336810970977,0.05
"351","dimenzovat",5975,21,0.208253651519526,4835,9,0.0892515649369396,5440,134,1.32885663350555,0.0671641791044776
"352","dirigovat",2150,186,1.84453234203009,7676,2,0.0198336810970977,3233,378,3.74856572735146,0.00529100529100529
"353","disipovat",13258,1,0.00991684054854884,6370,4,0.0396673621941954,11529,10,0.0991684054854885,0.4
"354","diskreditovat",5050,33,0.327255738102112,5445,6,0.0595010432912931,7038,66,0.654511476204224,0.0909090909090909
"355","diskriminovat",4165,51,0.505758867975991,11045,1,0.00991684054854884,4748,181,1.79494813928734,0.00552486187845304
"356","diskutovat",2027,203,2.01311863135542,583,578,5.73193383706123,813,2858,28.3423302877526,0.20223932820154
"357","diskvalifikovat",5178,32,0.317338897553563,3788,18,0.178503129873879,4945,167,1.65611237160766,0.107784431137725
"358","disociovat",9136,6,0.0595010432912931,8637,2,0.0198336810970977,7650,52,0.51567570852454,0.0384615384615385
"359","disponovat",2035,201,1.99328495025832,5503,6,0.0595010432912931,801,2898,28.7390039096946,0.0020703933747412
"360","distancovat",9649,5,0.0495842027427442,790,371,3.67914784351162,3126,404,4.00640358161373,0.918316831683168
"361","distribuovat",2576,135,1.33877347405409,2781,39,0.386756781393405,2942,451,4.47249508739553,0.0864745011086474
"362","dít",1434,349,3.46097735144355,19,13677,135.632628182503,151,14291,141.721568279312,0.957035896718214
"363","dívat",837,704,6.98145574617839,9,25024,248.159017886886,68,25804,255.894153514754,0.969772128352194
"364","diverzifikovat",4747,39,0.386756781393405,4417,12,0.119002086582586,7001,68,0.674345157301321,0.176470588235294
"365","divit",4377,46,0.456174665233247,85,4907,48.6619365717292,499,5034,49.9213753213949,0.974771553436631
"366","dlabat",8261,8,0.0793347243883908,7307,3,0.0297505216456465,8444,37,0.366923100296307,0.0810810810810811
"367","dláždit",4709,40,0.396673621941954,5998,5,0.0495842027427442,6863,72,0.714012519495517,0.0694444444444444
"368","dlít",7488,11,0.109085246034037,8269,2,0.0198336810970977,4132,241,2.38995857220027,0.00829875518672199
"369","dloubat",5463,27,0.267754694810819,2656,44,0.436340984136149,5158,152,1.50735976337942,0.289473684210526
"370","dloubnout",5501,27,0.267754694810819,9837,1,0.00991684054854884,4365,215,2.132120717938,0.00465116279069767
"371","dloužit",9871,4,0.0396673621941954,4045,15,0.148752608228233,9523,23,0.228087332616623,0.652173913043478
"372","dlužit",1279,399,3.95681937887099,5530,6,0.0595010432912931,1299,1556,15.430603893542,0.0038560411311054
"373","dmout",7777,10,0.0991684054854885,1383,160,1.58669448776782,4922,169,1.67594605270475,0.946745562130177
"374","dmýchat",13764,1,0.00991684054854884,9845,1,0.00991684054854884,12933,6,0.0595010432912931,0.166666666666667
"375","dobalit",8425,7,0.0694178838398419,7714,2,0.0198336810970977,10465,16,0.158669448776782,0.125
"376","dobarvit",9655,5,0.0495842027427442,7793,2,0.0198336810970977,10507,15,0.148752608228233,0.133333333333333
"377","dobarvovat",7657,10,0.0991684054854885,6110,4,0.0396673621941954,10129,18,0.178503129873879,0.222222222222222
"378","ďobat",13286,1,0.00991684054854884,8797,1,0.00991684054854884,12481,7,0.0694178838398419,0.142857142857143
"379","doběhnout",2719,121,1.19993770637441,5098,8,0.0793347243883908,1580,1179,11.6919550067391,0.00678541136556404
"380","dobejvat",10712,3,0.0297505216456465,5857,5,0.0495842027427442,11934,9,0.0892515649369396,0.555555555555556
"381","dobíhat",4740,39,0.386756781393405,10357,1,0.00991684054854884,5141,153,1.51727660392797,0.0065359477124183
"382","dobíjet",2605,131,1.2991061118599,2136,69,0.68426199784987,3653,303,3.0048026862103,0.227722772277228
"383","dobírat",3479,74,0.733846200592615,2748,41,0.406590462490503,3173,390,3.86756781393405,0.105128205128205
"384","dobít",2673,124,1.22968822802006,3200,28,0.277671535359368,3970,260,2.5783785426227,0.107692307692308
"385","dobnout",6437,17,0.16858628932533,7810,2,0.0198336810970977,7524,54,0.535509389621638,0.037037037037037
"386","dobojovat",9233,5,0.0495842027427442,8968,1,0.00991684054854884,7602,53,0.525592549073089,0.0188679245283019
"387","dobourat",14053,1,0.00991684054854884,10206,1,0.00991684054854884,16066,2,0.0198336810970977,0.5
"388","dobrat",3645,68,0.674345157301321,834,346,3.4312268297979,3132,402,3.98656990051664,0.860696517412935
"389","dobudovat",4865,37,0.366923100296307,5798,5,0.0495842027427442,6581,81,0.803264084432456,0.0617283950617284
"390","dobýt",810,737,7.3087114842805,4521,11,0.109085246034037,1600,1156,11.4638676741225,0.00951557093425606
"391","dobývat",1655,282,2.79654903469077,1253,189,1.87428286367573,2390,635,6.29719374832852,0.297637795275591
"392","docenit",3080,95,0.94209985211214,7011,3,0.0297505216456465,4051,250,2.47921013713721,0.012
"393","doceňovat",4992,34,0.337172578650661,5175,7,0.0694178838398419,6886,71,0.704095678946968,0.0985915492957746
"394","docílit",2467,147,1.45777556063668,1908,86,0.852848287175201,1596,1162,11.5233687174138,0.0740103270223752
"395","docilovat",7184,13,0.128918927131135,3274,26,0.25783785426227,6558,81,0.803264084432456,0.320987654320988
"396","docpat",14028,1,0.00991684054854884,10260,1,0.00991684054854884,15191,3,0.0297505216456465,0.333333333333333
"397","docvičit",9747,4,0.0396673621941954,10116,1,0.00991684054854884,12470,7,0.0694178838398419,0.142857142857143
"398","dočerpat",6466,17,0.16858628932533,9152,1,0.00991684054854884,9239,26,0.25783785426227,0.0384615384615385
